,Filepath,Label
7870,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr193.png,Proliferate_DR
7871,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr118.png,Proliferate_DR
7872,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe3002.png,Severe
7873,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\bdf47b9f10c4.png,No_DR
7874,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2603.png,Proliferate_DR
7875,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild141.png,Mild
7876,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\6b91e99c9408.png,No_DR
7877,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2068.png,Proliferate_DR
7878,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1554.png,Mild
7879,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2734.png,Moderate
7880,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\3ca8be3b40d6.png,No_DR
7881,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2197.png,Moderate
7882,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1433.png,Severe
7883,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1950.png,Severe
7884,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2493.png,Severe
7885,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1347.png,Mild
7886,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1042.png,Moderate
7887,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate3006.png,Moderate
7888,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2183.png,Proliferate_DR
7889,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate445.png,Moderate
7890,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\63b71347e95d.png,No_DR
7891,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr444.png,Proliferate_DR
7892,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2862.png,Mild
7893,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\0423237770a7.png,No_DR
7894,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2742.png,Mild
7895,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2251.png,Moderate
7896,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2852.png,Moderate
7897,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\f8d62557ad0c.png,No_DR
7898,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\4cde86044ad1.png,No_DR
7899,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\53c874dbc594.png,No_DR
7900,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1034.png,Severe
7901,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1605.png,Severe
7902,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2503.png,Proliferate_DR
7903,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1352.png,Mild
7904,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1111.png,Proliferate_DR
7905,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2556.png,Moderate
7906,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1782.png,Severe
7907,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild575.png,Mild
7908,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe524.png,Severe
7909,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1966.png,Moderate
7910,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate895.png,Moderate
7911,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1235.png,Mild
7912,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2075.png,Moderate
7913,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2712.png,Severe
7914,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr611.png,Proliferate_DR
7915,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild34.png,Mild
7916,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2385.png,Severe
7917,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2632.png,Severe
7918,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\24f3e70f0419.png,No_DR
7919,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2291.png,Mild
7920,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2647.png,Mild
7921,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2740.png,Moderate
7922,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild751.png,Mild
7923,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\9cf7c1349673.png,No_DR
7924,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2584.png,Mild
7925,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1116.png,Proliferate_DR
7926,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\3323fd59782e.png,No_DR
7927,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2126.png,Mild
7928,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2594.png,Proliferate_DR
7929,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1652.png,Mild
7930,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr174.png,Proliferate_DR
7931,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2195.png,Moderate
7932,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\a1edf0e66592.png,No_DR
7933,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1682.png,Moderate
7934,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2252.png,Severe
7935,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\d78b7401096f.png,No_DR
7936,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate826.png,Moderate
7937,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1697.png,Severe
7938,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1108.png,Moderate
7939,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\1d0b93317aa8.png,No_DR
7940,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\aa4407aab872.png,No_DR
7941,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1931.png,Proliferate_DR
7942,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1427.png,Moderate
7943,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1681.png,Moderate
7944,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1432.png,Moderate
7945,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe977.png,Severe
7946,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1097.png,Mild
7947,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\77b7b71ebcc3.png,No_DR
7948,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2322.png,Severe
7949,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1052.png,Mild
7950,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2717.png,Severe
7951,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\7bc00e58d419.png,No_DR
7952,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1422.png,Moderate
7953,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate425.png,Moderate
7954,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1790.png,Moderate
7955,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\233d948e2544.png,No_DR
7956,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2883.png,Proliferate_DR
7957,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2092.png,Severe
7958,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2730.png,Severe
7959,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe106.png,Severe
7960,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe820.png,Severe
7961,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1121.png,Mild
7962,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr782.png,Proliferate_DR
7963,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2291.png,Severe
7964,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate714.png,Moderate
7965,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2237.png,Moderate
7966,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1581.png,Severe
7967,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1783.png,Proliferate_DR
7968,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2023.png,Mild
7969,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\b6bf847fbcb2.png,No_DR
7970,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2814.png,Severe
7971,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe853.png,Severe
7972,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1588.png,Severe
7973,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1178.png,Mild
7974,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2354.png,Mild
7975,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2748.png,Severe
7976,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr311.png,Proliferate_DR
7977,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr967.png,Proliferate_DR
7978,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe192.png,Severe
7979,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild808.png,Mild
7980,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2361.png,Moderate
7981,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2720.png,Proliferate_DR
7982,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild410.png,Mild
7983,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate784.png,Moderate
7984,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe234.png,Severe
7985,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1862.png,Mild
7986,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2797.png,Proliferate_DR
7987,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild990.png,Mild
7988,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1946.png,Moderate
7989,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe277.png,Severe
7990,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild248.png,Mild
7991,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2963.png,Proliferate_DR
7992,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2627.png,Mild
7993,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2915.png,Severe
7994,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2507.png,Mild
7995,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2215.png,Proliferate_DR
7996,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\9f1b14dfa14c.png,No_DR
7997,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1368.png,Mild
7998,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2976.png,Mild
7999,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild51.png,Mild
8000,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1356.png,Severe
8001,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild321.png,Mild
8002,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr835.png,Proliferate_DR
8003,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild980.png,Mild
8004,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1346.png,Severe
8005,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\4e85aa647534.png,No_DR
8006,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\a7c10ca6c117.png,No_DR
8007,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1605.png,Mild
8008,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild586.png,Mild
8009,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\0a902c80d5da.png,No_DR
8010,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild142.png,Mild
8011,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr964.png,Proliferate_DR
8012,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\46acc506fa61.png,No_DR
8013,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2576.png,Proliferate_DR
8014,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\03b373718013.png,No_DR
8015,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\1dfe599d12a9.png,No_DR
8016,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1493.png,Moderate
8017,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1776.png,Proliferate_DR
8018,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1765.png,Severe
8019,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2381.png,Proliferate_DR
8020,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2075.png,Mild
8021,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr127.png,Proliferate_DR
8022,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr914.png,Proliferate_DR
8023,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\7d94a000c2d0.png,No_DR
8024,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1075.png,Severe
8025,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\881ec6186e68.png,No_DR
8026,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2763.png,Moderate
8027,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\74211a2b6dcf.png,No_DR
8028,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild642.png,Mild
8029,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1832.png,Severe
8030,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1972.png,Proliferate_DR
8031,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1845.png,Severe
8032,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1335.png,Moderate
8033,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1633.png,Proliferate_DR
8034,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1943.png,Severe
8035,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild444.png,Mild
8036,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr398.png,Proliferate_DR
8037,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1698.png,Severe
8038,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe214.png,Severe
8039,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild562.png,Mild
8040,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2081.png,Severe
8041,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild966.png,Mild
8042,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\aeb6f4fd2eed.png,No_DR
8043,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1751.png,Mild
8044,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2643.png,Mild
8045,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild228.png,Mild
8046,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2884.png,Severe
8047,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2575.png,Mild
8048,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe72.png,Severe
8049,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate748.png,Moderate
8050,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate452.png,Moderate
8051,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\f06e7a9df795.png,No_DR
8052,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2253.png,Proliferate_DR
8053,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1001.png,Moderate
8054,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild603.png,Mild
8055,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2494.png,Mild
8056,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1048.png,Mild
8057,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2370.png,Moderate
8058,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\6e3526053de0.png,No_DR
8059,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2141.png,Moderate
8060,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1547.png,Moderate
8061,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1047.png,Mild
8062,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild274.png,Mild
8063,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2205.png,Proliferate_DR
8064,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1962.png,Mild
8065,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate850.png,Moderate
8066,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1795.png,Mild
8067,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr51.png,Proliferate_DR
8068,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2483.png,Moderate
8069,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1745.png,Mild
8070,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2390.png,Severe
8071,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild296.png,Mild
8072,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2687.png,Mild
8073,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1363.png,Proliferate_DR
8074,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1910.png,Mild
8075,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2594.png,Severe
8076,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2396.png,Severe
8077,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1427.png,Mild
8078,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild922.png,Mild
8079,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1980.png,Moderate
8080,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1533.png,Severe
8081,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2600.png,Moderate
8082,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe818.png,Severe
8083,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\1864d3411143.png,No_DR
8084,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2942.png,Severe
8085,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1578.png,Mild
8086,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr232.png,Proliferate_DR
8087,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2884.png,Mild
8088,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\65e6f1bd9875.png,No_DR
8089,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2428.png,Moderate
8090,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2410.png,Proliferate_DR
8091,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2021.png,Mild
8092,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1468.png,Mild
8093,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild350.png,Mild
8094,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1340.png,Moderate
8095,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe911.png,Severe
8096,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2120.png,Mild
8097,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1514.png,Severe
8098,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1265.png,Moderate
8099,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild696.png,Mild
8100,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\98d41bce73a8.png,No_DR
8101,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2952.png,Severe
8102,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1972.png,Moderate
8103,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2783.png,Severe
8104,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe792.png,Severe
8105,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2291.png,Proliferate_DR
8106,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\dce73d90c00c.png,No_DR
8107,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe91.png,Severe
8108,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2795.png,Moderate
8109,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\6b66b0e86f7e.png,No_DR
8110,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate68.png,Moderate
8111,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2306.png,Proliferate_DR
8112,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1844.png,Proliferate_DR
8113,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1488.png,Moderate
8114,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2894.png,Proliferate_DR
8115,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1177.png,Mild
8116,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate281.png,Moderate
8117,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2525.png,Moderate
8118,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1096.png,Severe
8119,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1113.png,Severe
8120,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2812.png,Mild
8121,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1768.png,Severe
8122,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe101.png,Severe
8123,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe907.png,Severe
8124,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1448.png,Severe
8125,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild17.png,Mild
8126,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2235.png,Severe
8127,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\0fbbd665431f.png,No_DR
8128,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2065.png,Proliferate_DR
8129,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild702.png,Mild
8130,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1520.png,Severe
8131,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1506.png,Moderate
8132,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe851.png,Severe
8133,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate725.png,Moderate
8134,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2978.png,Proliferate_DR
8135,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild3001.png,Mild
8136,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2680.png,Proliferate_DR
8137,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild744.png,Mild
8138,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr437.png,Proliferate_DR
8139,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\fe0e2dee1834.png,No_DR
8140,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\9688c6ef5dc5.png,No_DR
8141,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2463.png,Proliferate_DR
